IMS_Master__r_Billing_Location__r_Client_from_Parent__c,IMS_Master__r_Billing_Location__r_Job_From_Name__c,IMS_Master__r_Order_Group__c,IMS_Master__r_Product_Name__c,IMS_Master__r_Manufacturer__r_Name,IMS_Master__r_Manufacturer_Number__c,IMS_Master__r_Feature__c,IMS_Master__r_Color__c,IMS_Master__r_IMS_Build__r_Logo_Design_1__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_1__c,IMS_Master__r_IMS_Build__r_Logo_Design_2__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_2__c,IMS_Master__r_IMS_Build__r_Logo_Design_3__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_3__c,IMS_Master__r_IMS_Build__r_Logo_Design_4__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_4__c,Size__c,IMS_Master__r_Class__c,IMS_Master__r_Category__c,IMS_Master__r_Group__c,IMS_Master__r_Sub_Group__c,Id
Workday,"Workday, CA",Workday,Silk Touch Performance,Port Authority,K540,Short Sleeve,Navy Blue,SES70B,Left Chest,SES80A,Back Yoke,"","","","",XS,Uniform,Clothing,Campus,Specialist,a4bA00000016jR0IAI
Workday,"Workday, CA",Workday,Silk Touch Performance,Port Authority,K540,Short Sleeve,Navy Blue,SES70B,Left Chest,SES80A,Back Yoke,"","","","",XL,Uniform,Clothing,Campus,Specialist,a4bA00000016jR1IAI
"Ellie Mae, Inc.","Ellie Mae CA, Pleasanton","Ellie Mae, Inc.",Silk Touch Performance,Port Authority,K540LS,Long Sleeve,Brilliant Blue,SES86A,Left Chest,SES85A,Back Yoke,"","","","",S,Uniform,Clothing,Campus,Specialist,a4bA00000016jScIAI
GitHub,"GitHub, Inc.",GitHub - San Francisco,24/7 Original,TRU-SPEC,4357,Long Sleeve,Black,SES97A,Left Chest,"","","","","","",3XL,Uniform,Clothing,Campus,Specialist,a4bA00000016jVgIAI
GitHub,"GitHub, Inc.",GitHub - San Francisco,24/7 Original,TRU-SPEC,4326,Short Sleeve,White,SES97A,Left Chest,"","","","","","",XS,Uniform,Clothing,Campus,Specialist,a4bA00000016jVhIAI
"Apple, Inc.",Apple Tokyo,"Apple, Inc.",24/7 Original,TRU-SPEC,4359,Long Sleeve,White,SES11A,Left Chest,"","","","","","",XS,Uniform,Clothing,Campus,Specialist,a4bA00000016jCtIAI
"Apple, Inc.",Apple Tokyo,"Apple, Inc.",24/7 Original,TRU-SPEC,4359,Long Sleeve,White,SES11A,Left Chest,"","","","","","",S,Uniform,Clothing,Campus,Specialist,a4bA00000016jCuIAI
"Apple, Inc.",Apple Tokyo,"Apple, Inc.",24/7 Original,TRU-SPEC,4359,Long Sleeve,White,SES11A,Left Chest,"","","","","","",3XL,Uniform,Clothing,Campus,Specialist,a4bA00000016jD8IAI
"Apple, Inc.",Apple Taiwan,"Apple, Inc.",24/7 Original,TRU-SPEC,4357,Long Sleeve,Black,SES11A,Left Chest,"","","","","","",3XL,Uniform,Clothing,Campus,Supervisor,a4bA00000016jBvIAI
"Apple, Inc.",Apple Tokyo,"Apple, Inc.",24/7 Original,TRU-SPEC,4359,Long Sleeve,White,SES11A,Left Chest,"","","","","","",M,Uniform,Clothing,Campus,Specialist,a4bA00000016jCyIAI
"Apple, Inc.",Apple Tokyo,"Apple, Inc.",24/7 Original,TRU-SPEC,4359,Long Sleeve,White,SES11A,Left Chest,"","","","","","",2XL,Uniform,Clothing,Campus,Specialist,a4bA00000016jCzIAI
"Apple, Inc.",Apple Tokyo,"Apple, Inc.",24/7 Original,TRU-SPEC,4326,Short Sleeve,White,SES11A,Left Chest,"","","","","","",XL,Uniform,Clothing,Campus,Specialist,a4bA00000016jDcIAI
"Apple, Inc.",Apple Tokyo,"Apple, Inc.",24/7 Original,TRU-SPEC,4326,Short Sleeve,White,SES11A,Left Chest,"","","","","","",4XL,Uniform,Clothing,Campus,Specialist,a4bA00000016jDrIAI
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016NVUIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016NVVIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016NWrIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016NWsIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016NX6IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",XS,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOsIAM
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Micropique Sport-Wick,Sport-Tek,ST657,Long Sleeve,Navy Blue,SES12A,Left Chest,"","","","","","",S,Uniform,Clothing,Campus,Specialist,a4bA00000016N07IAE
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",4XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPMIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",3XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPNIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",S,Uniform,Clothing,Operations,Supervisor,a4bA00000016NQtIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",2XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NRhIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",L,Uniform,Clothing,Operations,Supervisor,a4bA00000016NRiIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",XS,Uniform,Clothing,Operations,Supervisor,a4bA00000016NRjIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016NWmIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016NWnIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",L,Uniform,Clothing,Operations,Supervisor,a4bA00000016NO9IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",M,Uniform,Clothing,Operations,Supervisor,a4bA00000016NO4IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",5XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOdIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",L,Uniform,Clothing,Operations,Specialist,a4bA00000016NNQIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",4XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NNRIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016NWDIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016NWhIAM
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",10.5,Uniform,Clothing,Campus,General,a4bA00000016NDGIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",S,Uniform,Clothing,Operations,Supervisor,a4bA00000016NNSIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",S,Uniform,Clothing,Operations,Supervisor,a4bA00000016NNTIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",L,Uniform,Clothing,Operations,Specialist,a4bA00000016NPCIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",2XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPDIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",3XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPEIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",5XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NNpIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NMhIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",M,Uniform,Clothing,Operations,Specialist,a4bA00000016NNLIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NNMIA2
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",11.5,Uniform,Clothing,Campus,General,a4bA00000016NDQIA2
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",13,Uniform,Clothing,Campus,General,a4bA00000016NDRIA2
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",8.5,Uniform,Clothing,Campus,General,a4bA00000016NCwIAM
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",8,Uniform,Clothing,Campus,General,a4bA00000016NCrIAM
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",9.5,Uniform,Clothing,Campus,General,a4bA00000016NCsIAM
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",11,Uniform,Clothing,Campus,General,a4bA00000016NCxIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016NY4IAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016NVjIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016NVKIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016NVeIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016NVoIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016NVpIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",3XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NNkIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",5XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NMmIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016NWwIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016NXBIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",XS,Uniform,Clothing,Operations,Specialist,a4bA00000016NMnIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",2XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NMoIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016NXaIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016NXfIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016NXuIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016NVkIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016NXzIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",2XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NMdIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",3XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NMeIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",4XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NMfIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",S,Uniform,Clothing,Operations,Specialist,a4bA00000016NMgIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOEIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPlIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016NVZIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016NVyIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",4XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NMpIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",XS,Uniform,Clothing,Operations,Specialist,a4bA00000016NP2IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NR8IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",M,Uniform,Clothing,Operations,Supervisor,a4bA00000016NS1IAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016NWcIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016NWdIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",L,Uniform,Clothing,Operations,Specialist,a4bA00000016NMcIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",3XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOOIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOPIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",M,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOQIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",L,Uniform,Clothing,Operations,Specialist,a4bA00000016NPqIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",S,Uniform,Clothing,Operations,Specialist,a4bA00000016NPrIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",M,Uniform,Clothing,Operations,Supervisor,a4bA00000016NQyIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NRrIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",S,Uniform,Clothing,Operations,Supervisor,a4bA00000016NRsIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",2XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOJIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",4XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOKIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",5XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOLIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",3XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOMIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",5XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPbIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",2XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NRIIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",3XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NRJIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",M,Uniform,Clothing,Operations,Specialist,a4bA00000016NMSIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016NXVIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",XS,Uniform,Clothing,Operations,Supervisor,a4bA00000016NNzIAM
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016NWXIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016NXGIA2
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016NXHIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Long Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",L,Uniform,Clothing,Operations,Supervisor,a4bA00000016NOnIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NOoIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",2XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPgIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",XS,Uniform,Clothing,Operations,Specialist,a4bA00000016NQ5IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",4XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NQ6IAM
